Target ID,Period,Power
144456191,1.0844027639161342 d,0.046937249445934144
441055500,1.0942100120413492 d,0.08647034577331489
422790055,1.0022533513063097 d,0.11072817369967496
177500431,1.0158804899380176 d,0.04542311299048523
291688847,1.032013169836707 d,0.01382926489650395
183984307,1.004511780204729 d,0.09581143961738452
77041172,1.022763383128764 d,0.038289993704534786
34035509,1.0113176469976008 d,0.12423054900940976
34015812,1.004511780204729 d,0.11785540846014492
248601764,1.11158660312765 d,0.03840599929827541
33986466,1.0204639194228904 d,0.048420608788267164
129633313,1.0484020445962006 d,0.013596995038000218
396194119,1.0090439165700738 d,0.021178353006285087
144382040,1.1343340218056186 d,0.20104942715412968
144376819,1.004511780204729 d,0.13102221692103505
431422583,1.1041059561003905 d,1.4488163697589151
2053342742,1.0067752981368567 d,0.24769635380503333
2733719,1.032013169836707 d,0.37259653493599165
288144896,1.053132204187607 d,0.0005161505168446594
325219117,1.0158804899380176 d,0.1690566916380628
327831847,1.0158804899380176 d,0.04404679951103819
186893986,1.0602674888485033 d,0.07903906839629511
345142414,6.247394411085376 d,1.1203861587686947
2055273342,1.0022533513063097 d,0.06287516542122101
277938251,1.0090439165700738 d,0.007710622478448604
336678031,6.851365336587748 d,0.06592053873440844
66419115,1.1016236110972628 d,0.049375539390937
8988748,1.0 d,0.001528341528316341
224270521,1.0090439165700738 d,0.027338661438238918
434105262,1.0113176469976008 d,0.1883729425774404
398573783,1.0204639194228904 d,0.14254478087926503
402339032,1.0135965009385568 d,0.002941844902894387
402027326,1.0090439165700738 d,0.016181868683727698
28579069,1.0436931305897938 d,0.03828549174934911
2055059079,1.0343386580610872 d,2.4653945698654054
333224807,1.004511780204729 d,0.006905652445217596
405170915,1.0113176469976008 d,0.06364945422683554
25769850,9.368110482025516 d,0.35925065163199504
422526868,1.0067752981368567 d,0.01180205453000138
354308207,1.0113176469976008 d,0.03911788613393831
435231234,1.1972955504515292 d,0.013306672670580845
435229564,1.0158804899380176 d,0.01715038938039842
9143444,1.0 d,1995092894.989952
435210243,1.0158804899380176 d,0.15767646884426526
243135276,1.0892953508403243 d,0.04305453698709582
381923120,1.0296929099729215 d,0.0520656071483865
422444008,1.018169625567074 d,0.016664055402884227
301256988,1.0 d,0.07937402372016558
21331268,1.0 d,0.015708753545461137
362965390,1.004511780204729 d,0.01821072253109344
188619138,1.0022533513063097 d,0.007352882323392964
435187907,1.0 d,0.028480842352499824
218978885,1.0413466108439275 d,0.055396520711635214
301135547,1.032013169836707 d,0.20629118048197664
318631844,1.0067752981368567 d,4.114121568064769
218970233,1.0626566439795377 d,0.1402850107541842
5796523,1.0390053667435133 d,0.09591354295577226
422609145,1.0 d,0.11094763209543804
4600989,1.0090439165700738 d,0.08478951300294195
4601217,1.0 d,0.02347667628532893
97173520,1.0067752981368567 d,0.13208822348885302
405173130,1.0771050560367692 d,0.000905638202001307
90884697,1.0158804899380176 d,0.03316179532525141
262568916,1.0 d,0.4090631391037244
455816370,9.389220126017841 d,28690.118222157304
260795156,8.61953566475303 d,13.928159727961534
268518702,1.0158804899380176 d,3.99648403257261
315301267,1.004511780204729 d,0.18059349964673244
204328293,1.004511780204729 d,0.013201869872184482
217978811,1.0158804899380176 d,0.02694151545939866
173387780,1.0 d,0.5287822009114619
217978865,1.0 d,0.02159987554521583
402891559,1.032013169836707 d,0.03788644637184459
392815631,1.0135965009385568 d,0.002745432265067328
436823466,1.0250680283341829 d,0.06403387130222025
252627215,1.0067752981368567 d,9.504151100566947
237328343,1.0022533513063097 d,0.6298318294977342
173175807,1.0296929099729215 d,0.4351799523043937
373928876,1.0390053667435133 d,1.3097154639800652
12933046,1.018169625567074 d,0.11336723576090071
2050727554,1.004511780204729 d,4.275088455398125
217329125,1.032013169836707 d,0.10733532579888504
111754737,1.0436931305897938 d,0.1451604767987833
36726784,1.0090439165700738 d,0.012134061034499525
237313246,1.0484020445962006 d,0.010708232312631722
237313550,1.018169625567074 d,0.1726355413055345
36694741,1.0296929099729215 d,0.01435431271531209
44195838,1.0413466108439275 d,0.008059735348141842
161291020,1.0113176469976008 d,0.028022564847768664
431472762,1.0022533513063097 d,0.08215953941560677
444160759,1.0 d,0.03631526075831261
435825249,1.0113176469976008 d,0.004031918208312179
129101920,1.018169625567074 d,0.07264663399891731
434196824,1.0135965009385568 d,0.08835807238979136
91513352,1.0158804899380176 d,0.15215858829173357
47338338,1.0135965009385568 d,0.03911607753945106
428244499,1.0 d,1.7143478873853444
250326099,1.0204639194228904 d,0.11786229671589231
161208596,1.0273778667148858 d,0.026296036700300836
118037792,1.022763383128764 d,0.5222519867093475
161175160,1.0892953508403243 d,0.07709401250742451
117517295,1.0390053667435133 d,0.0832539833175309
115741447,1.0158804899380176 d,0.016900318382392518
399518437,1.0722672220103233 d,0.07036754570797658
416036999,1.0795321521218224 d,0.45772235774713993
389010277,1.05550528101563 d,0.012732807131422615
253936074,8.736731189508772 d,2.3968947139436088
399570361,1.0067752981368567 d,0.025208850310535172
399571137,1.0273778667148858 d,0.13469645301782837
161154061,1.022763383128764 d,0.17679484686541275
125250375,1.0022533513063097 d,0.05170437993945533
293158354,1.0022533513063097 d,0.00495750829239931
403221905,1.0722672220103233 d,0.020476798792441995
89042812,1.004511780204729 d,0.012670832306683127
209363138,1.0090439165700738 d,0.025621437596292956
152926212,1.0067752981368567 d,0.1802736759095313
150692998,1.0158804899380176 d,0.07048543613172623
51813081,1.0067752981368567 d,0.10468694409783623
176104105,1.018169625567074 d,0.01346084302446912
69813909,1.0 d,0.006291752829256046
382421834,1.0250680283341829 d,0.013903630997995792
419841161,1.0158804899380176 d,0.01615264481861961
63281499,1.0795321521218224 d,0.07626731468827352
411339897,1.0204639194228904 d,0.0900558144364725
219331395,1.0868463043007703 d,0.13964265182393545
469904910,1.0484020445962006 d,0.06573642641819043
2028045216,1.004511780204729 d,0.29295120837208266
315138575,1.05550528101563 d,0.2074392814381064
144002497,1.0135965009385568 d,0.05900579831925289
375785769,1.004511780204729 d,0.16395641953542373
404580748,1.1420194729901316 d,0.06197059157109245
385468477,1.053132204187607 d,0.11802800909214947
39927600,1.0158804899380176 d,0.11635227907728102
278772261,1.0022533513063097 d,0.032049286979798565
441197076,1.0273778667148858 d,0.023257213274308196
394521800,1.0090439165700738 d,0.0180760342282265
404514669,1.0390053667435133 d,0.24472253165437435
431067687,1.0507644627129291 d,0.23128707417477407
206600616,1.05550528101563 d,0.1430158145210589
2028244270,1.0022533513063097 d,0.3059319536586697
278615066,1.0067752981368567 d,0.030069098934959845
143951121,1.0067752981368567 d,0.00013735925085416506
258861145,1.0250680283341829 d,0.2772084849077345
2019536314,1.3279054563714947 d,13.429087639019691
398552565,1.0273778667148858 d,0.00017330432795184192
97403206,1.0135965009385568 d,0.03593588859546973
456793980,1.0296929099729215 d,0.020681497388279683
75324965,1.0296929099729215 d,0.06327899784612491
372363437,1.0460449378689947 d,0.17248600453411694
162334232,1.0366693864273957 d,0.019683085688042258
26691554,6.564540031719883 d,55060.32537863521
2026602766,1.0067752981368567 d,0.15739013272129931
143854657,1.004511780204729 d,0.11721031713573594
427942736,1.114091398251884 d,0.2205842985149655
404722884,1.0067752981368567 d,0.17287510517014254
290404650,1.0113176469976008 d,0.008089702962690832
102183555,1.032013169836707 d,0.0528549958246132
393891914,1.0022533513063097 d,0.2905431555629473
197735254,1.0135965009385568 d,0.2248897866764063
102177920,9.5383255417549 d,0.2883150439508851
305557277,1.004511780204729 d,0.503253357277625
2000366026,1.0578837052194232 d,1.005189951830845
206409213,1.0022533513063097 d,0.31813026470514133
265530194,1.129239142993854 d,0.036426434265500726
283280702,1.004511780204729 d,0.0645596449564266
394015496,1.0204639194228904 d,0.1066961422635935
355209885,1.0250680283341829 d,0.060998798920220296
140045537,1.0067752981368567 d,1.0785497890690492
241160001,1.018169625567074 d,0.1719394733277998
197684103,1.0602674888485033 d,0.2191788545150356
393978659,1.0158804899380176 d,0.03892207424157014
152251299,1.0090439165700738 d,0.026631468289272046
241104752,1.0158804899380176 d,0.13195471871483083
455522746,1.053132204187607 d,3.304851589329402
329800842,1.0 d,-inf
405122007,1.0 d,0.0005670662911058869
2026216399,9.932702976032536 d,13.530867553255545
84198841,1.0135965009385568 d,0.08879702744819486
240905045,1.0 d,0.044122470648286435
283414280,9.799464547120259 d,612192.8654866361
2028631542,9.474135449495606 d,612919.0069341126
385057147,1.0413466108439275 d,0.12377183223696743
287926830,1.0022533513063097 d,0.23468081100146504
16783095,1.0158804899380176 d,0.014116743255856884
147423571,1.0343386580610872 d,0.15924581715001987
270259091,9.15960684216839 d,0.11437229222754478
2024418048,1.032013169836707 d,0.0432947093963404
287443040,1.0067752981368567 d,0.4243211030245977
2007480435,1.0158804899380176 d,0.14750204528815483
354568302,1.0273778667148858 d,0.0008909296571288665
239631587,9.200932975001987 d,2694.164651053824
297877352,1.022763383128764 d,0.17093567794773873
204440456,1.0113176469976008 d,0.006166120483284854
262305320,1.0507644627129291 d,7.94677317614808
139831293,1.053132204187607 d,0.013787535034192177
305506867,1.0578837052194232 d,0.12617680104392004
320965107,1.0296929099729215 d,0.1342945007193838
320940332,1.0674511171902683 d,0.0033951055994517754
367457851,1.0484020445962006 d,0.10443835981377074
266594895,1.1972955504515292 d,0.2916287294328023
382315106,1.0484020445962006 d,0.234309534726433
330101285,1.0578837052194232 d,0.01564374067523146
2028639478,1.2384090729565456 d,0.12595672571231883
147266280,1.0090439165700738 d,340236380.7903573
2027687774,1.032013169836707 d,0.17832477901566887
305190194,1.0204639194228904 d,0.11010512811102836
88591358,1.0022533513063097 d,0.10353471458883175
264452548,1.0 d,0.14349143492818808
389662085,1.0090439165700738 d,0.27910926429088595
269020902,1.032013169836707 d,0.00994128056845955
160512940,1.0 d,0.5648200542721051
352752386,1.0892953508403243 d,0.057934068722999554
99730808,1.0 d,0.10293579176546021
2023644871,1.0698564595596107 d,0.21181184110075318
99673488,1.0 d,0.1914109704477465
99673513,1.0250680283341829 d,0.028600436376660425
316271332,1.0578837052194232 d,0.05169079819774682
147112823,1.0022533513063097 d,0.03137004424029432
231692694,1.0250680283341829 d,0.1618446823893661
14976740,1.0204639194228904 d,0.00960706982936998
125580300,1.0 d,0.03553644679983104
163802843,1.0722672220103233 d,2.4715310671690447
2018724911,8.875474761254932 d,12013517.890903145
321547580,1.0158804899380176 d,34.46179019556455
302299317,1.0113176469976008 d,0.001747305369872886
315136775,1.004511780204729 d,0.1460948848796857
231668155,1.053132204187607 d,0.013170181357175147
314771701,1.0158804899380176 d,0.0012822871464089212
79353860,1.0674511171902683 d,0.16893289127956382
376362649,1.0390053667435133 d,0.10405611451568648
159746320,1.0343386580610872 d,0.12955665895861201
1976379547,1.004511780204729 d,0.3637313462639329
323009972,1.0090439165700738 d,0.03069218645090469
410414842,1.018169625567074 d,0.18966700863108024
1981843319,1.0022533513063097 d,0.06712236419784653
387327138,1.0022533513063097 d,0.013680192695150003
388079618,1.004511780204729 d,0.18042918126773552
403995834,1.0 d,0.0028123198476709206
259773610,1.0067752981368567 d,0.0057098449471730175
289934729,1.0507644627129291 d,0.10982909077067957
292831588,1.0626566439795377 d,0.35398965665450405
126022532,1.0 d,0.4842044887336587
376020501,1.0366693864273957 d,96.38432130748603
136513972,1.0484020445962006 d,0.9029094792352059
115108925,1.0 d,0.04370970231043662
283903463,1.0090439165700738 d,0.6770455042868037
248908169,1.0698564595596107 d,0.33955851657644376
115042302,1.0113176469976008 d,0.2738106784720583
79056222,1.0158804899380176 d,0.01820301343982694
115013365,1.018169625567074 d,0.20545175483039146
428831740,1.0135965009385568 d,0.02273107525491646
456724995,1.0602674888485033 d,0.3232536485518464
258470866,1.0892953508403243 d,0.07268244323896926
459719950,1.0 d,0.03786414027196207
248861930,1.0022533513063097 d,0.025932228781721373
79020922,1.152347801825254 d,0.030409119969375963
126660367,1.0022533513063097 d,0.07786969317427231
289467229,1.0090439165700738 d,0.07084898955958972
289340949,1.0158804899380176 d,0.7069064629754243
428404202,1.0 d,0.7947552011785923
354495184,1.0022533513063097 d,0.11046166223270118
29477026,1.0067752981368567 d,0.06549972249716009
345265261,1.0 d,0.3516315139705835
419411618,1.0022533513063097 d,0.555734045759069
248735093,1.0771050560367692 d,0.033980798795803104
248730637,1.0090439165700738 d,0.07867715928551625
283063053,1.0067752981368567 d,1068903.303515179
29257211,1.0113176469976008 d,0.013150885030986917
152250936,10.0 d,0.3054392521025357
51820346,1.0390053667435133 d,0.0678696133298317
1989330796,1.0 d,28584599.377524313
353096380,1.0250680283341829 d,0.1702880571279079
372172502,1.0135965009385568 d,0.21480182716708068
194061710,1.0022533513063097 d,0.46108680862327917
232951587,9.755450100468742 d,285.8004897666187
340999692,1.1191179337687758 d,0.053011786674776094
366740395,1.0204639194228904 d,1.1470023519281152
1959621869,1.0 d,0.9870662894684088
66488952,1.0746834167557533 d,0.4239478126176026
282072868,1.0966756516013596 d,1.6022389231274572
341162644,1.0113176469976008 d,0.19154174502135105
372109346,1.032013169836707 d,0.0031334833197588113
66140007,1.0413466108439275 d,0.3386447347401678
1990832724,1.0366693864273957 d,0.012088404393841871
340803443,1.0022533513063097 d,0.3517654850704631
248136622,1.241199643658838 d,0.3195149374199757
291061781,1.0090439165700738 d,0.015744927352751903
441357923,1.0507644627129291 d,0.01989897461850507
351558953,1.0090439165700738 d,0.3131115514119425
100603346,1.053132204187607 d,0.00956461052426255
456645161,1.0022533513063097 d,0.07306095902271652
456663229,1.0022533513063097 d,0.09786005293530409
212289921,1.0135965009385568 d,0.05126186446795513
314174614,1.0 d,0.12245112632998095
212254842,1.199993477944178 d,0.09381350013930356
417131337,1.0158804899380176 d,0.09590625405799634
16200170,1.2637517764381048 d,0.007868525545173064
158571010,1.0 d,0.07801086063152714
277235925,1.0090439165700738 d,0.40111009855066104
467224218,1.0090439165700738 d,0.6675418634556938
199179022,1.0602674888485033 d,2.3046828855462484
264027491,1.0 d,0.16128827461331402
404643334,1.1706476494972367 d,1.1773433831299505
428969253,7.231652294935797 d,0.11805919204734448
425819601,1.0390053667435133 d,0.09938151665031
157145180,1.0022533513063097 d,0.058363095639078946
402959206,1.0343386580610872 d,1.2154388658908066
318020620,1.004511780204729 d,0.1245920155719515
166548685,1.0090439165700738 d,0.14283579840244182
34515703,9.821546183358649 d,0.012155366733392426
314167396,1.0067752981368567 d,1.3088376008832727
1968420005,1.0626566439795377 d,0.33772651597238085
387194629,1.032013169836707 d,0.006684287415200402
203054851,1.004511780204729 d,1.4601156225275123
244088526,1.0413466108439275 d,0.08712355232951861
205447297,1.0067752981368567 d,0.0822774821292366
360821180,1.0067752981368567 d,0.07653498935482592
380298520,1.2054075847637704 d,0.48215921368388664
92633917,1.0090439165700738 d,0.0388210668913747
1964583807,1.004511780204729 d,731286.999078746
48938394,1.004511780204729 d,0.0009091392549400447
236865474,1.0 d,0.020705801444742815
469826577,1.0 d,0.24122554887676428
1990094034,1.022763383128764 d,0.02184207209308761
233418152,1.0022533513063097 d,0.15586057057009797
466199456,1.0135965009385568 d,0.002238044274935973
86408822,1.0771050560367692 d,0.20223365356997214
48787590,1.0296929099729215 d,0.15822075974148142
422043386,1.0022533513063097 d,0.6025885326629606
233390225,1.004511780204729 d,0.063459551918856
129031954,1.018169625567074 d,0.08009990566136431
421990667,1.0390053667435133 d,0.03245335047271704
301149358,9.865858841008558 d,0.2619981242614594
101359698,1.0022533513063097 d,0.059621302683287226
256755145,1.157546941826492 d,0.5266884975893956
183422729,6.360907228304629 d,0.7030778602366505
374341747,1.0273778667148858 d,0.060084700444303064
256459794,1.0158804899380176 d,0.04865313357995088
80171044,1.004511780204729 d,0.06411980100061163
238047258,1.0460449378689947 d,0.11570242230718923
11716579,1.0390053667435133 d,7.114271379888235
238053018,1.152347801825254 d,0.2534775287645271
11626063,1.0250680283341829 d,0.16243168634049462
300284179,1.0113176469976008 d,0.014438513684839463
273241757,9.602950541026686 d,6262.307688142406
79956635,1.0204639194228904 d,0.03364984306057344
69872638,1.0343386580610872 d,0.14771608605604233
97671864,1.0158804899380176 d,0.008345630219819093
344063283,1.0022533513063097 d,1.5934154325711654
79755479,1.0366693864273957 d,0.019057041054015084
299749573,1.0067752981368567 d,0.010317804681443169
27688847,1.0296929099729215 d,0.006681380452789044
229485883,1.0436931305897938 d,0.09064841240708173
184065812,1.0460449378689947 d,0.5746173606507828
1908147782,1.0 d,1.7349966141661086
1859153737,1.018169625567074 d,2969402.4094394506
69690429,1.0204639194228904 d,0.03188542296446272
424699808,1.0 d,0.05546820451016971
444074627,1.0296929099729215 d,0.274764659956079
1859784934,1.0022533513063097 d,36066720.05166346
404156391,1.1865643613623453 d,839.7921138593196
213491238,1.004511780204729 d,0.011887285153079052
439180496,6.82059232315959 d,19.263935642029164
424944753,1.0296929099729215 d,0.2727987975373606
1846689686,1.018169625567074 d,0.34597387611348535
376718305,1.0 d,1.1026489328759705
224187656,1.0022533513063097 d,0.021579593311971065
1920376931,1.0067752981368567 d,1.0794769440074903
134846687,7.346494476440768 d,0.04796330533430051
1884597797,1.1892381077160417 d,0.05396905382372629
415546033,1.004511780204729 d,0.6081682679862512
1911836781,1.1041059561003905 d,0.9421711185810646
382468751,1.018169625567074 d,0.5814738101245484
62918265,1.0296929099729215 d,10.458868358441046
364154544,1.004511780204729 d,0.3604377826555939
424837968,1.0113176469976008 d,0.09128755288404003
1852262320,1.0090439165700738 d,0.2109996281051392
391226933,1.0296929099729215 d,0.5433437044385886
338305380,1.0135965009385568 d,0.015548557470214615
112533779,1.0578837052194232 d,0.6304050425594431
324788652,1.1420194729901316 d,0.9541360646316546
3567346,1.0067752981368567 d,0.010087774877027358
61965938,1.1368900748554458 d,1.1375183712784263
98120806,1.0 d,0.003572396871084488
122139438,1.018169625567074 d,0.7094966854843814
394178499,1.0158804899380176 d,0.006043302549105802
30714849,8.221593718918115 d,871.6721180605743
219942866,1.0892953508403243 d,0.5111971438649857
229966905,1.0273778667148858 d,0.02119759750461698
267544200,1.0722672220103233 d,0.017008631018540644
159048032,8.11130830789687 d,1.5274331467243403
211633150,1.018169625567074 d,1.7908066074968854
160751823,8.717088526689938 d,3.699749623188562
205037919,6.759460327895381 d,0.2084227317945796
31631062,1.004511780204729 d,0.0680288740848383
201658043,1.0 d,0.05057020370992328
397832671,1.0113176469976008 d,0.4692215087670597
29898428,1.0090439165700738 d,2.4516409159966894
298900716,1.0 d,0.002889884010212526
49472361,1.0135965009385568 d,0.035663885070805694
310441230,6.78995752719743 d,1.0552060584103062
451788628,8.54227999714068 d,0.7062331426031176
120968638,1.0484020445962006 d,0.09592396517257278
42550954,1.0067752981368567 d,1.6136753473033676
7088082,1.0090439165700738 d,0.011888862563328495
230384389,1.0135965009385568 d,0.012948947538295253
1802959882,1.0 d,913696782.1037287
229797408,1.0484020445962006 d,0.00040360238541742446
