threshold,TP,FP,TN,FN,precision,recall,f1
0.09999999999999999,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.10353218432956621,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.10718913192051277,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.11097524964120718,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.1148951000187309,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.11895340673703195,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.12315506032928256,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.12750512407130132,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.13200884008314176,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.13667163564620066,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.1414991297434576,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.14649713983072854,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.15167168884709228,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.1570290124729377,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.16257556664437942,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.16831803533309567,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.174263338600965,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.18041864093920723,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.1867913599020783,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.1933891750455231,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.20022003718155842,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.20729217795953708,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.2146141197858404,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.22219468609395238,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.2300430119772918,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.23816855519761582,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.24658110758226026,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.2552908068239517,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.26430814869741054,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.27364399970746706,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.2833096101839324,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.29331662783900436,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.3036771118035458,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.31440354715915,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.3255088599835058,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.3370064329271928,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.3489101213406773,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.36123426997094316,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.3739937302478797,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.3872038781812555,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.40088063288984643,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.41504047578504755,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.42970047043208404,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.4448782831127584,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.4605922041145106,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.47686116977144694,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.49370478528390027,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.5111433483440166,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.5291978735958441,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.5478901179593942,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.5672426068491978,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.5872786613189481,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.6080224261649422,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.6294988990221887,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.6517339604882423,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.6747544053110692,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.6985879746785247,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.7232633896483536,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.7488103857590023,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.775259748862946,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.8026433522257174,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.8309941949353393,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.8603464416684502,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.890735463861044,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.9221978823334327,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.9547716114208056,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
0.9884959046625584,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
1.0234114021054532,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
1.059560179277616,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
1.0969857978923836,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
1.135733358343105,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
1.1758495540521563,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
1.2173827277396614,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
1.2603829296797273,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
1.3049019780144022,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
1.3509935211980264,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
1.398713102647238,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
1.448118227674534,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
1.4992684327860457,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
1.552225357427047,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
1.6070528182616384,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
1.6638168860761282,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
1.7225859653987865,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
1.7834308769319094,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
1.8464249428955435,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
1.9116440753857016,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
1.9791668678535563,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
2.049074689815847,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
2.12145178491063,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
2.196385372416546,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
2.2739657523579275,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
2.3542864143224165,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
2.4374441501222206,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
2.523539170434766,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
2.612675225563328,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
2.704959730463134,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
2.8005038941836307,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
2.899422853882877,76219,74904,0,0,0.504350760638685,1.0,0.6705228246430488
3.001835813575589,76210,74904,0,9,0.504321240917453,0.999881919206497,0.6704701913052659
3.107866187782012,75316,72820,2084,903,0.5084246908246476,0.9881525603852058,0.6714002362327561
3.2176417502507353,73729,68371,6533,2490,0.5188529204785363,0.9673309804641887,0.6754244935163684
3.3312947879346733,70220,56976,17928,5999,0.5520613855781629,0.9212925910862121,0.6904112282771674
3.4489622604057577,63939,36794,38110,12280,0.6347373750409498,0.8388853173093324,0.7226705547267056
3.5707859649004625,58483,21832,53072,17736,0.72817032932827,0.7673021162702214,0.7472242452119029
3.6969127071950263,54331,12052,62852,21888,0.8184474940873416,0.7128275102008685,0.7619949229323572
3.827494478516311,51493,7506,67398,24726,0.8727775047034696,0.6755926999829439,0.7616293688710084
3.9626886387014784,49530,5444,69460,26689,0.9009713682831885,0.6498379669111376,0.7550707735931033
4.102658105827192,47525,4583,70321,28694,0.9120480540416059,0.6235321901363177,0.7406859039796769
4.247571552536898,45568,3908,70996,30651,0.9210122079392028,0.5978561775935134,0.7250566848323321
4.397603609302719,43684,3309,71595,32535,0.9295852573787585,0.5731379314868996,0.709086777261955
4.552935074866948,41986,2890,72014,34233,0.9356003208842143,0.5508600217793463,0.6934390354680209
4.713753134116724,39993,2204,72700,36226,0.9477687987297675,0.5247116860625304,0.6754661532225374
4.880251583654431,38352,2043,72861,37867,0.9494244337170442,0.5031816213804957,0.6577597887046153
5.05263106533568,36700,1679,73225,39519,0.9562521170431747,0.4815072357286241,0.6404998342030402
5.231099308056261,34882,1499,73405,41337,0.9587971743492483,0.45765491544103176,0.6195737122557726
5.41587137807947,32947,1283,73621,43272,0.9625182588372773,0.4322675448379013,0.5966011462303868
5.607169938205458,31243,1058,73846,44976,0.9672455961115755,0.4099109146013461,0.5758016955399926
5.805225516094899,29563,837,74067,46656,0.9724671052631579,0.3878691664807988,0.5545540663483994
6.010276782070382,27943,837,74067,48276,0.9709173036831132,0.3666146236502709,0.5322526881208393
6.2225708367302275,26288,703,74201,49931,0.9739542810566485,0.3449008777338984,0.5094080031004747
6.44236350872137,24891,703,74201,51328,0.9725326248339454,0.3265721145646099,0.48895524147211067
6.669919663030122,23581,621,74283,52638,0.9743409635567308,0.3093847990658497,0.46964280379601864
6.905513520162327,22391,571,74333,53828,0.9751328281508579,0.2937718941471287,0.4515179318619494
7.149428986597576,21259,571,74333,54960,0.973843334860284,0.27891995434209316,0.433640322695795
7.40195999691564,20228,571,74333,55991,0.9725467570556277,0.26539314344192394,0.41699478447298444
7.663410868007455,19182,571,74333,57037,0.9710929985318686,0.2516695312192498,0.39974159129746173
7.934096665797492,17993,352,74552,58226,0.9808122104115563,0.23606974638869574,0.380546508184933
8.214343584919426,17006,352,74552,59213,0.9797211660329531,0.22312021936787416,0.3634653814505701
8.504489341802676,16078,352,74552,60141,0.9785757760194765,0.21094477754890512,0.34707336290731683
8.80488358164346,15111,352,74552,61108,0.977235982668305,0.1982576522914234,0.32963940577212536
9.115888299750818,14280,352,74552,61939,0.9759431383269547,0.18735485902465265,0.3143608766001475
9.437878277775381,13334,279,74625,62885,0.9795048850363623,0.17494325561867777,0.29686525959568977
9.771241535346496,12333,76,74828,63886,0.9938754130066887,0.16181004736351828,0.2783093379067563
10.11637979766207,11479,76,74828,64740,0.9934227607096495,0.1506054920689067,0.26155809237359584
10.473708979594496,10651,76,74828,65568,0.9929150741120537,0.13974205906663692,0.24500264532008376
10.843659686896096,9886,76,74828,66333,0.992371009837382,0.1297051916188877,0.22942411900534923
11.226677735108135,9222,76,74828,66997,0.9918261991826199,0.12099345307600468,0.21567641521568812
11.623224686798519,8545,76,74828,67674,0.9911843173645749,0.11211115338695075,0.20143800094295142
12.033778407775893,7947,76,74828,68272,0.9905272342016702,0.10426534066308926,0.18867073431305048
12.458833642950081,7376,76,74828,68843,0.989801395598497,0.09677377031973655,0.17630959352702846
12.89890261253308,6844,76,74828,69375,0.9890173410404625,0.08979388341489655,0.16463994034087492
13.354515629298987,6368,76,74828,69851,0.9882060831781502,0.08354872144740813,0.15407134993890859
13.826221737646549,5915,76,74828,70304,0.9873143047905191,0.07760532150776053,0.1438997688845639
14.314589375234785,5536,76,74828,70683,0.9864575908766928,0.07263280809247039,0.13530324693575788
14.820207057988586,5151,76,74828,71068,0.9854601109623111,0.06758157414817828,0.1264887164501633
15.343684089300117,4774,76,74828,71445,0.9843298969072165,0.0626353009092221,0.11777621532274975
15.885651294280528,4452,76,74828,71767,0.9832155477031802,0.05841063251945053,0.11027035060126072
16.446761779946627,4133,76,74828,72086,0.9819434545022571,0.05422532439417993,0.10277515293181479
17.027691722258993,3857,76,74828,72362,0.9806763285024155,0.05060418006009,0.09624213993412516
17.62914118095948,3572,76,74828,72647,0.9791666666666666,0.04686495493249715,0.08944870847784442
18.251834943190424,3313,76,74828,72906,0.9775745057539097,0.04346685209724609,0.08323284092051052
18.896523396912094,3103,76,74828,73116,0.9760931110412079,0.04071163358217767,0.07816317791380134
19.563983435170627,2897,76,74828,73322,0.9744365960309451,0.03800889541977722,0.07316395595514698
20.255019392306664,2690,76,74828,73529,0.9725234996384671,0.03529303716920978,0.06811419889852505
20.970464013232327,2501,76,74828,73718,0.9705083430345363,0.0328133405056482,0.06348037971470634
21.71117945694503,2297,76,74828,73922,0.9679730299199326,0.030136842519581732,0.05845378664495114
22.47805833548725,2143,76,74828,74076,0.9657503379900856,0.02811634894186489,0.05464188276090671
23.272024789604075,1994,76,74828,74225,0.9632850241545894,0.02616145580498301,0.0509394678690493
24.094035602395245,1884,76,74828,74335,0.9612244897959183,0.024718246106613835,0.0481970861740365
24.945081352303163,1733,76,74828,74486,0.9579878385848535,0.022737112793397973,0.04441995181217
25.826187606826746,1617,76,74828,74602,0.9551092734790313,0.021215182566026843,0.04150836841564842
26.738416158399467,1501,76,74828,74718,0.9518072289156626,0.019693252338655716,0.03858810221605224
27.682866303920637,1379,76,74828,74840,0.947766323024055,0.01809260158228263,0.035507376985863995
28.6606761694825,1281,76,74828,74938,0.9439941046425939,0.01680683294191737,0.03302567804475611
29.673024081888695,1197,76,74828,75022,0.9402985074626866,0.01570474553589,0.03089351158829299
30.721129988617562,1091,76,74828,75128,0.9348757497857755,0.014314016190188798,0.028196314578864394
31.80625692794119,1008,76,74828,75211,0.9298892988929889,0.013225048872328423,0.026079194856603236
32.92971255097148,932,76,74828,75287,0.9246031746031746,0.012227922171636993,0.0241366361505691
34.09285069746811,868,76,74828,75351,0.9194915254237288,0.011388236528949474,0.022497829270505292
35.2970730273065,802,76,74828,75417,0.9134396355353075,0.01052231070992797,0.020804959985472847
36.54383070957254,745,76,74828,75474,0.9074299634591961,0.009774465684409398,0.019340602284527515
37.834626171319286,699,76,74828,75520,0.9019354838709678,0.009170941628727745,0.018157259007195364
39.171014908092566,641,76,74828,75578,0.8940027894002789,0.00840997651504218,0.01666320058230217
40.554607358408276,594,76,74828,75625,0.8865671641791045,0.007793332371193534,0.015450844724212827
41.9870708444391,551,76,74828,75668,0.8787878787878788,0.007229168580012857,0.014340369049787886
43.470131581250214,514,76,74828,75705,0.8711864406779661,0.006743725317834136,0.013383848246950226
45.005576757004974,486,76,74828,75733,0.8647686832740213,0.006376362849158346,0.012659381878329275
46.59525668664678,462,76,74828,75757,0.8587360594795539,0.0060614807331505266,0.01203799002045416
48.241087041653685,433,76,74828,75786,0.8506876227897839,0.005680998176307745,0.011286622875612554
49.9450511585514,410,76,74828,75809,0.8436213991769548,0.0053792361484669175,0.01069030702040284
51.70920242896755,393,76,74828,75826,0.837953091684435,0.005156194649628045,0.010249321927811392
53.53566677410724,372,76,74828,75847,0.8303571428571429,0.004880672798121204,0.009704305633453768
55.426645206631015,359,76,74828,75860,0.825287356321839,0.004710111651950301,0.00936676494377332
57.38441648302393,330,76,74828,75889,0.812807881773399,0.004329629095107519,0.008613376835236542
59.41133984965034,318,76,74828,75901,0.8071065989847716,0.0041721880371036095,0.00830146319815175
61.50985788580498,290,76,74828,75929,0.7923497267759563,0.00380482556842782,0.007573284585754391
63.68249944718587,247,76,74828,75972,0.7647058823529411,0.003240661777247143,0.006453972982153589
65.93188271333541,240,76,74828,75979,0.759493670886076,0.003148821160078196,0.006271640425948913
68.26071834272385,233,76,74828,75986,0.7540453074433657,0.0030569805429092483,0.006089274513903408
70.67181273927491,229,76,74828,75990,0.7508196721311475,0.0030045001902412783,0.005985050441691495
73.16807143427191,223,76,74828,75996,0.745819397993311,0.0029257796612393236,0.005828693902088398
75.75250258771912,216,76,74828,76003,0.7397260273972602,0.002833939044070376,0.005646246944883741
78.42822061337681,208,76,74828,76011,0.7323943661971831,0.0027289783387344363,0.005437695253780898
81.19844993184009,203,76,74828,76016,0.7275985663082437,0.0026633778978994737,0.005307328296164605
84.06652885618325,199,76,74828,76020,0.7236363636363636,0.002610897545231504,0.005203022459277853
87.03591361485157,188,0,74904,76031,1.0,0.002466576575394587,0.004921015090240424
90.11018251665018,184,0,74904,76035,1.0,0.002414096222726617,0.0048165647945761295
93.29304026284687,178,0,74904,76041,1.0,0.0023353756937246617,0.0046598688430173965
96.58832241158699,175,0,74904,76044,1.0,0.0022960154292236846,0.004581511637039558
100.0,173,0,74904,76046,1.0,0.0022697752528896996,0.004529270080636716
